Name,StructType,Project_Id,ProjectLnk,Status,Appear_Dt,Appear_Src,Disapp_Dt,Disapp_Src,Editor,Edit_Dt,EditAction,Model_ID,Model_Cred,ModelBatch,Model_File,Model_Dt,Model_Note,Model_LOD,Survey_Dt,Survey_Src,Centr_Lat,Centr_Lon,Gnd_El_Ft,Z_Max_Ft,Z_MIn_Ft,Height_Ft,Tile_ID,Parcel_ID,Struct_ID,StructUse,GoogleLnk,NearMapLnk,Struct_Lnk,Parcel_Lnk,chgAction,chgStatus,chgStatDt,chgStatSrc,chgQAIssue,chgFlag,ChgEdBatch,RecInitUsr,RecInitDt,ChgFlagger,ChgFlagDt
,Dock,0,,Current,,Recorded in 2011 Infotech photogrammetry.,,,PBCOTE,20210804,Enrolled as new model,BOS_6GGDA7P,pbcGIS,Walls_Docks_20210614,Walls_Docks_20210609.gdb,20210614,"Height established from DTM, Extruded to one foot.",1,20110401,Recorded in 2011 photogrammetry by Infotech.,42.3664982835,-71.0494834222,0,2.00012683334,1.00012883334,2.00012683334,BOS_I_3,0303040000,,,"https://www.google.com/maps/search//@42.3644982831625,-71.0494834214218,263a,35y,39.46t/data=!3m1!1e3","https://apps.nearmap.com/maps/#/@42.3664982831625,-71.0494834214218,21.00z,1d/3D",,https://app01.cityofboston.gov/AssessingMap/?find=0303040000,,,,,,,,PBCOTE,20210809,,
,Dock,0,,Current,,Recorded in 2011 Infotech photogrammetry.,,,PBCOTE,20210804,Enrolled as new model,BOS_Y1Q0W8P,pbcGIS,Walls_Docks_20210614,Walls_Docks_20210609.gdb,20210614,"Height established from DTM, Extruded to one foot.",1,20110401,Recorded in 2011 photogrammetry by Infotech.,42.3665608219,-71.0491734637,0,2.00012683334,1.00012883334,2.00012683334,BOS_I_3,0303040000,,,"https://www.google.com/maps/search//@42.364560821807494,-71.0491734633792,263a,35y,39.46t/data=!3m1!1e3","https://apps.nearmap.com/maps/#/@42.3665608218075,-71.0491734633792,21.00z,1d/3D",,https://app01.cityofboston.gov/AssessingMap/?find=0303040000,,,,,,,,PBCOTE,20210809,,
,Dock,0,,Current,,Recorded in 2011 Infotech photogrammetry.,,,PBCOTE,20210804,Enrolled as new model,BOS_4JSVXZ4,pbcGIS,Walls_Docks_20210614,Walls_Docks_20210609.gdb,20210614,"Height established from DTM, Extruded to one foot.",1,20110401,Recorded in 2011 photogrammetry by Infotech.,42.366749926,-71.0496692173,3.52868165258,2.00012683334,1.00012883334,-1.52855481924,BOS_I_3,0303041000,,,"https://www.google.com/maps/search//@42.3647499259613,-71.0496692165431,263a,35y,39.46t/data=!3m1!1e3","https://apps.nearmap.com/maps/#/@42.3667499259613,-71.0496692165431,21.00z,1d/3D",,https://app01.cityofboston.gov/AssessingMap/?find=0303041000,,,,,,,,PBCOTE,20210809,,
,Dock,0,,Current,,Recorded in 2011 Infotech photogrammetry.,,,PBCOTE,20210804,Enrolled as new model,BOS_U75HP75,pbcGIS,Walls_Docks_20210614,Walls_Docks_20210609.gdb,20210614,"Height established from DTM, Extruded to one foot.",1,20110401,Recorded in 2011 photogrammetry by Infotech.,42.3667796316,-71.049473539,0,2.00012683334,1.00012883334,2.00012683334,BOS_I_3,0303040000,,,"https://www.google.com/maps/search//@42.3647796317847,-71.0494735395963,263a,35y,39.46t/data=!3m1!1e3","https://apps.nearmap.com/maps/#/@42.3667796317847,-71.0494735395963,21.00z,1d/3D",,https://app01.cityofboston.gov/AssessingMap/?find=0303040000,,,,,,,,PBCOTE,20210809,,
,Dock,0,,Current,,Recorded in 2011 Infotech photogrammetry.,,,PBCOTE,20210804,Enrolled as new model,BOS_6OGKAQ8,pbcGIS,Walls_Docks_20210614,Walls_Docks_20210609.gdb,20210614,"Height established from DTM, Extruded to one foot.",1,20110401,Recorded in 2011 photogrammetry by Infotech.,42.3670770627,-71.0426883382,6.56,4.13594933334,3.13595133334,-2.42405066666,BOS_I_3,0105400020,,,"https://www.google.com/maps/search//@42.365077062666096,-71.0426883380265,263a,35y,39.46t/data=!3m1!1e3","https://apps.nearmap.com/maps/#/@42.3670770626661,-71.0426883380265,21.00z,1d/3D",,https://app01.cityofboston.gov/AssessingMap/?find=0105400020,,,,,,,,PBCOTE,20210809,,
,Dock,0,,Current,,Recorded in 2011 Infotech photogrammetry.,,,PBCOTE,20210804,Enrolled as new model,BOS_IQF2QLP,pbcGIS,Walls_Docks_20210614,Walls_Docks_20210609.gdb,20210614,"Height established from DTM, Extruded to one foot.",1,20110401,Recorded in 2011 photogrammetry by Infotech.,42.3671905921,-71.0429333358,9.84,2.00012683334,1.00012883334,-7.83987316666,BOS_I_3,0105400020,,,"https://www.google.com/maps/search//@42.3651905916265,-71.042933335501,263a,35y,39.46t/data=!3m1!1e3","https://apps.nearmap.com/maps/#/@42.3671905916265,-71.042933335501,21.00z,1d/3D",,https://app01.cityofboston.gov/AssessingMap/?find=0105400020,,,,,,,,PBCOTE,20210809,,
,Dock,0,,Current,,Recorded in 2011 Infotech photogrammetry.,,,PBCOTE,20210804,Enrolled as new model,BOS_ZSJBOUU,pbcGIS,Walls_Docks_20210614,Walls_Docks_20210609.gdb,20210614,"Height established from DTM, Extruded to one foot.",1,20110401,Recorded in 2011 photogrammetry by Infotech.,42.3668772138,-71.0420389004,0,2.00012683334,1.00012883334,2.00012683334,BOS_I_3,0105400020,,,"https://www.google.com/maps/search//@42.364877213520096,-71.0420389014862,263a,35y,39.46t/data=!3m1!1e3","https://apps.nearmap.com/maps/#/@42.3668772135201,-71.0420389014862,21.00z,1d/3D",,https://app01.cityofboston.gov/AssessingMap/?find=0105400020,,,,,,,,PBCOTE,20210809,,
,Dock,0,,Current,,Recorded in 2011 Infotech photogrammetry.,,,PBCOTE,20210804,Enrolled as new model,BOS_Q5W9XXO,pbcGIS,Walls_Docks_20210614,Walls_Docks_20210609.gdb,20210614,"Height established from DTM, Extruded to one foot.",1,20110401,Recorded in 2011 photogrammetry by Infotech.,42.3672427525,-71.0424528291,4.34056882486,2.45320991667,1.45321191667,-1.88735890819,BOS_I_3,0105400020,,,"https://www.google.com/maps/search//@42.3652427526358,-71.0424528295733,263a,35y,39.46t/data=!3m1!1e3","https://apps.nearmap.com/maps/#/@42.3672427526358,-71.0424528295733,21.00z,1d/3D",,https://app01.cityofboston.gov/AssessingMap/?find=0105400020,,,,,,,,PBCOTE,20210809,,
,Dock,0,,Current,,Recorded in 2011 Infotech photogrammetry.,,,PBCOTE,20210804,Enrolled as new model,BOS_MV9VXL3,pbcGIS,Walls_Docks_20210614,Walls_Docks_20210609.gdb,20210614,"Height established from DTM, Extruded to one foot.",1,20110401,Recorded in 2011 photogrammetry by Infotech.,42.3674735379,-71.0511198497,0,2.00012683334,1.00012883334,2.00012683334,BOS_I_3,0303050000,,,"https://www.google.com/maps/search//@42.3654735384498,-71.0511198504478,263a,35y,39.46t/data=!3m1!1e3","https://apps.nearmap.com/maps/#/@42.3674735384498,-71.0511198504478,21.00z,1d/3D",,https://app01.cityofboston.gov/AssessingMap/?find=0303050000,,,,,,,,PBCOTE,20210809,,
,Dock,0,,Current,,Recorded in 2011 Infotech photogrammetry.,,,PBCOTE,20210804,Enrolled as new model,BOS_2OBZT62,pbcGIS,Walls_Docks_20210614,Walls_Docks_20210609.gdb,20210614,"Height established from DTM, Extruded to one foot.",1,20110401,Recorded in 2011 photogrammetry by Infotech.,42.3675104153,-71.0509309726,0,2.00012683334,1.00012883334,2.00012683334,BOS_I_3,0303050000,,,"https://www.google.com/maps/search//@42.3655104152852,-71.0509309731741,263a,35y,39.46t/data=!3m1!1e3","https://apps.nearmap.com/maps/#/@42.3675104152852,-71.0509309731741,21.00z,1d/3D",,https://app01.cityofboston.gov/AssessingMap/?find=0303050000,,,,,,,,PBCOTE,20210809,,
,Dock,0,,Current,,Recorded in 2011 Infotech photogrammetry.,,,PBCOTE,20210804,Enrolled as new model,BOS_KOKCCBA,pbcGIS,Walls_Docks_20210614,Walls_Docks_20210609.gdb,20210614,"Height established from DTM, Extruded to one foot.",1,20110401,Recorded in 2011 photogrammetry by Infotech.,42.3674182264,-71.0428714528,3.33677381183,2.00012683334,1.00012883334,-1.33664697849,BOS_I_3,0105400020,,,"https://www.google.com/maps/search//@42.3654182261786,-71.0428714528729,263a,35y,39.46t/data=!3m1!1e3","https://apps.nearmap.com/maps/#/@42.3674182261786,-71.0428714528729,21.00z,1d/3D",,https://app01.cityofboston.gov/AssessingMap/?find=0105400020,,,,,,,,PBCOTE,20210809,,
,Dock,0,,Current,,Recorded in 2011 Infotech photogrammetry.,,,PBCOTE,20210804,Enrolled as new model,BOS_39Q87M4,pbcGIS,Walls_Docks_20210614,Walls_Docks_20210609.gdb,20210614,"Height established from DTM, Extruded to one foot.",1,20110401,Recorded in 2011 photogrammetry by Infotech.,42.3675284801,-71.0504177272,0,2.00012683334,1.00012883334,2.00012683334,BOS_I_3,0303041000,,,"https://www.google.com/maps/search//@42.3655284804985,-71.0504177293134,263a,35y,39.46t/data=!3m1!1e3","https://apps.nearmap.com/maps/#/@42.3675284804985,-71.0504177293134,21.00z,1d/3D",,https://app01.cityofboston.gov/AssessingMap/?find=0303041000,,,,,,,,PBCOTE,20210809,,
,Dock,0,,Current,,Recorded in 2011 Infotech photogrammetry.,,,PBCOTE,20210804,Enrolled as new model,BOS_OTV9KKD,pbcGIS,Walls_Docks_20210614,Walls_Docks_20210609.gdb,20210614,"Height established from DTM, Extruded to one foot.",1,20110401,Recorded in 2011 photogrammetry by Infotech.,42.3677616083,-71.0510356328,0,2.00012683334,1.00012883334,2.00012683334,BOS_I_3,0303050000,,,"https://www.google.com/maps/search//@42.365761608452196,-71.0510356336642,263a,35y,39.46t/data=!3m1!1e3","https://apps.nearmap.com/maps/#/@42.3677616084522,-71.0510356336642,21.00z,1d/3D",,https://app01.cityofboston.gov/AssessingMap/?find=0303050000,,,,,,,,PBCOTE,20210809,,
,Dock,0,,Current,,Recorded in 2011 Infotech photogrammetry.,,,PBCOTE,20210804,Enrolled as new model,BOS_FBKREF3,pbcGIS,Walls_Docks_20210614,Walls_Docks_20210609.gdb,20210614,"Height established from DTM, Extruded to one foot.",1,20110401,Recorded in 2011 photogrammetry by Infotech.,42.3681759963,-71.0510618237,0,2.00012683334,1.00012883334,2.00012683334,BOS_I_3,0303050000,,,"https://www.google.com/maps/search//@42.3661759967952,-71.0510618238287,263a,35y,39.46t/data=!3m1!1e3","https://apps.nearmap.com/maps/#/@42.3681759967952,-71.0510618238287,21.00z,1d/3D",,https://app01.cityofboston.gov/AssessingMap/?find=0303050000,,,,,,,,PBCOTE,20210809,,
,Dock,0,,Current,,Recorded in 2011 Infotech photogrammetry.,,,PBCOTE,20210804,Enrolled as new model,BOS_5NWRAQX,pbcGIS,Walls_Docks_20210614,Walls_Docks_20210609.gdb,20210614,"Height established from DTM, Extruded to one foot.",1,20110401,Recorded in 2011 photogrammetry by Infotech.,42.3684314296,-71.0515481137,0,2.00012683334,1.00012883334,2.00012683334,BOS_I_3,0303050000,,,"https://www.google.com/maps/search//@42.3664314295956,-71.0515481141281,263a,35y,39.46t/data=!3m1!1e3","https://apps.nearmap.com/maps/#/@42.3684314295956,-71.0515481141281,21.00z,1d/3D",,https://app01.cityofboston.gov/AssessingMap/?find=0303050000,,,,,,,,PBCOTE,20210809,,
,Dock,0,,Current,,Recorded in 2011 Infotech photogrammetry.,,,PBCOTE,20210804,Enrolled as new model,BOS_RII9XF0,pbcGIS,Walls_Docks_20210614,Walls_Docks_20210609.gdb,20210614,"Height established from DTM, Extruded to one foot.",1,20110401,Recorded in 2011 photogrammetry by Infotech.,42.3681713293,-71.0423129267,0.287476363991,2.00012683334,1.00012883334,1.71265046935,BOS_I_3,0105400020,,,"https://www.google.com/maps/search//@42.366171328452495,-71.0423129291157,263a,35y,39.46t/data=!3m1!1e3","https://apps.nearmap.com/maps/#/@42.3681713284525,-71.0423129291157,21.00z,1d/3D",,https://app01.cityofboston.gov/AssessingMap/?find=0105400020,,,,,,,,PBCOTE,20210809,,
,Dock,0,,Current,,Recorded in 2011 Infotech photogrammetry.,,,PBCOTE,20210804,Enrolled as new model,BOS_B7GUKZN,pbcGIS,Walls_Docks_20210614,Walls_Docks_20210609.gdb,20210614,"Height established from DTM, Extruded to one foot.",1,20110401,Recorded in 2011 photogrammetry by Infotech.,42.368648582,-71.0532463189,3.10242944686,4.99454341667,3.99454541667,1.89211396981,BOS_I_3,0303050000,,,"https://www.google.com/maps/search//@42.3666485822356,-71.0532463194245,263a,35y,39.46t/data=!3m1!1e3","https://apps.nearmap.com/maps/#/@42.3686485822356,-71.0532463194245,21.00z,1d/3D",,https://app01.cityofboston.gov/AssessingMap/?find=0303050000,,,,,,,,PBCOTE,20210809,,
,Dock,0,,Current,,Recorded in 2011 Infotech photogrammetry.,,,PBCOTE,20210804,Enrolled as new model,BOS_5VIUXQV,pbcGIS,Walls_Docks_20210614,Walls_Docks_20210609.gdb,20210614,"Height established from DTM, Extruded to one foot.",1,20110401,Recorded in 2011 photogrammetry by Infotech.,42.3687880674,-71.0518340409,0.633093315114,2.00012683334,1.00012883334,1.36703351823,BOS_I_3,0303050000,,,"https://www.google.com/maps/search//@42.366788067267194,-71.0518340410717,263a,35y,39.46t/data=!3m1!1e3","https://apps.nearmap.com/maps/#/@42.3687880672672,-71.0518340410717,21.00z,1d/3D",,https://app01.cityofboston.gov/AssessingMap/?find=0303050000,,,,,,,,PBCOTE,20210809,,
,Dock,0,,Current,,Recorded in 2011 Infotech photogrammetry.,,,PBCOTE,20210804,Enrolled as new model,BOS_U4WVF5X,pbcGIS,Walls_Docks_20210614,Walls_Docks_20210609.gdb,20210614,"Height established from DTM, Extruded to one foot.",1,20110401,Recorded in 2011 photogrammetry by Infotech.,42.3688221955,-71.0527584739,0,2.00012683334,1.00012883334,2.00012683334,BOS_I_3,0303050000,,,"https://www.google.com/maps/search//@42.3668221959693,-71.0527584741269,263a,35y,39.46t/data=!3m1!1e3","https://apps.nearmap.com/maps/#/@42.3688221959693,-71.0527584741269,21.00z,1d/3D",,https://app01.cityofboston.gov/AssessingMap/?find=0303050000,,,,,,,,PBCOTE,20210809,,
,Dock,0,,Current,,Recorded in 2011 Infotech photogrammetry.,,,PBCOTE,20210804,Enrolled as new model,BOS_UJ9JD0F,pbcGIS,Walls_Docks_20210614,Walls_Docks_20210609.gdb,20210614,"Height established from DTM, Extruded to one foot.",1,20110401,Recorded in 2011 photogrammetry by Infotech.,42.3689036816,-71.051850879,0,2.00012683334,1.00012883334,2.00012683334,BOS_I_3,0303050000,,,"https://www.google.com/maps/search//@42.3669036813722,-71.0518508794781,263a,35y,39.46t/data=!3m1!1e3","https://apps.nearmap.com/maps/#/@42.3689036813722,-71.0518508794781,21.00z,1d/3D",,https://app01.cityofboston.gov/AssessingMap/?find=0303050000,,,,,,,,PBCOTE,20210809,,
,Dock,0,,Current,,Recorded in 2011 Infotech photogrammetry.,,,PBCOTE,20210804,Enrolled as new model,BOS_FX5C25D,pbcGIS,Walls_Docks_20210614,Walls_Docks_20210609.gdb,20210614,"Height established from DTM, Extruded to one foot.",1,20110401,Recorded in 2011 photogrammetry by Infotech.,42.3689993536,-71.0428958004,2.82329390989,3.55721033334,2.55721233334,0.733916423446,BOS_I_3,0105403000,,,"https://www.google.com/maps/search//@42.366999354079496,-71.0428958009706,263a,35y,39.46t/data=!3m1!1e3","https://apps.nearmap.com/maps/#/@42.3689993540795,-71.0428958009706,21.00z,1d/3D",,https://app01.cityofboston.gov/AssessingMap/?find=0105403000,,,,,,,,PBCOTE,20210809,,
,Dock,0,,Current,,Recorded in 2011 Infotech photogrammetry.,,,PBCOTE,20210804,Enrolled as new model,BOS_0EDY8WE,pbcGIS,Walls_Docks_20210614,Walls_Docks_20210609.gdb,20210614,"Height established from DTM, Extruded to one foot.",1,20110401,Recorded in 2011 photogrammetry by Infotech.,42.3692220896,-71.0519157521,0,2.00012683334,1.00012883334,2.00012683334,BOS_I_3,0303050000,,,"https://www.google.com/maps/search//@42.367222089941095,-71.0519157527699,263a,35y,39.46t/data=!3m1!1e3","https://apps.nearmap.com/maps/#/@42.3692220899411,-71.0519157527699,21.00z,1d/3D",,https://app01.cityofboston.gov/AssessingMap/?find=0303050000,,,,,,,,PBCOTE,20210809,,
,Dock,0,,Current,,Recorded in 2011 Infotech photogrammetry.,,,PBCOTE,20210804,Enrolled as new model,BOS_ZWQ6PZF,pbcGIS,Walls_Docks_20210614,Walls_Docks_20210609.gdb,20210614,"Height established from DTM, Extruded to one foot.",1,20110401,Recorded in 2011 photogrammetry by Infotech.,42.369325013,-71.0436012032,0,2.00012683334,1.00012883334,2.00012683334,BOS_I_3,0105404000,,,"https://www.google.com/maps/search//@42.367325013347894,-71.0436012038154,263a,35y,39.46t/data=!3m1!1e3","https://apps.nearmap.com/maps/#/@42.3693250133479,-71.0436012038154,21.00z,1d/3D",,https://app01.cityofboston.gov/AssessingMap/?find=0105404000,,,,,,,,PBCOTE,20210809,,
,Dock,0,,Current,,Recorded in 2011 Infotech photogrammetry.,,,PBCOTE,20210804,Enrolled as new model,BOS_P69HW4Z,pbcGIS,Walls_Docks_20210614,Walls_Docks_20210609.gdb,20210614,"Height established from DTM, Extruded to one foot.",1,20110401,Recorded in 2011 photogrammetry by Infotech.,42.3709917672,-71.0447997121,1.32376047076,2.00012683334,1.00012883334,0.676366362583,BOS_I_3,0105408000,,,"https://www.google.com/maps/search//@42.368991767488396,-71.0447997122134,263a,35y,39.46t/data=!3m1!1e3","https://apps.nearmap.com/maps/#/@42.3709917674884,-71.0447997122134,21.00z,1d/3D",,https://app01.cityofboston.gov/AssessingMap/?find=0105408000,,,,,,,,PBCOTE,20210809,,
,Dock,0,,Current,,Recorded in 2011 Infotech photogrammetry.,,,PBCOTE,20210804,Enrolled as new model,BOS_M3HCOXR,pbcGIS,Walls_Docks_20210614,Walls_Docks_20210609.gdb,20210614,"Height established from DTM, Extruded to one foot.",1,20110401,Recorded in 2011 photogrammetry by Infotech.,42.3712647509,-71.0560230818,0,1.60380216668,0.603804166676,1.60380216668,BOS_I_3,,,,"https://www.google.com/maps/search//@42.369264750802095,-71.0560230826057,263a,35y,39.46t/data=!3m1!1e3","https://apps.nearmap.com/maps/#/@42.3712647508021,-71.0560230826057,21.00z,1d/3D",,,,,,,,,,PBCOTE,20210809,,
,Dock,0,,Current,,Recorded in 2011 Infotech photogrammetry.,,,PBCOTE,20210804,Enrolled as new model,BOS_WNW9PGL,pbcGIS,Walls_Docks_20210614,Walls_Docks_20210609.gdb,20210614,"Height established from DTM, Extruded to one foot.",1,20110401,Recorded in 2011 photogrammetry by Infotech.,42.3717196886,-71.0545983491,0,1.59002266667,0.590024666672,1.59002266667,BOS_I_3,,,,"https://www.google.com/maps/search//@42.369719688260794,-71.0545983490366,263a,35y,39.46t/data=!3m1!1e3","https://apps.nearmap.com/maps/#/@42.3717196882608,-71.0545983490366,21.00z,1d/3D",,,,,,,,,,PBCOTE,20210809,,
,Dock,0,,Current,,Recorded in 2011 Infotech photogrammetry.,,,PBCOTE,20210804,Enrolled as new model,BOS_ZT3B6OA,pbcGIS,Walls_Docks_20210614,Walls_Docks_20210609.gdb,20210614,"Height established from DTM, Extruded to one foot.",1,20110401,Recorded in 2011 photogrammetry by Infotech.,42.3717370788,-71.0542854352,0,1.591335,0.591337000005,1.591335,BOS_I_3,,,,"https://www.google.com/maps/search//@42.3697370788805,-71.0542854348399,263a,35y,39.46t/data=!3m1!1e3","https://apps.nearmap.com/maps/#/@42.3717370788805,-71.0542854348399,21.00z,1d/3D",,,,,,,,,,PBCOTE,20210809,,
