Name,StructType,Project_Id,ProjectLnk,Status,Appear_Dt,Appear_Src,Disapp_Dt,Disapp_Src,Editor,Edit_Dt,EditAction,Model_ID,Model_Cred,ModelBatch,Model_File,Model_Dt,Model_Note,Model_LOD,Survey_Dt,Survey_Src,Centr_Lat,Centr_Lon,Gnd_El_Ft,Z_Max_Ft,Z_MIn_Ft,Height_Ft,Tile_ID,Parcel_ID,Struct_ID,StructUse,GoogleLnk,NearMapLnk,Struct_Lnk,Parcel_Lnk,chgAction,chgStatus,chgStatDt,chgStatSrc,chgQAIssue,chgFlag,ChgEdBatch,RecInitUsr,RecInitDt,ChgFlagger,ChgFlagDt
Brattle Book Shop,Building,0,,Current,18990101,"Boston Assessor, 2018",,,pbc,20201109,Repaired model normals,BOS_J5NM2UI,Cybercity3D,9/14/2014,"Miscellaneous GeoDatabase Feature-Classes, Assimilated by pbcGIS",20140914,,2,20120401,Photogrammetry by Infotech,42.3549906056,-71.062262702,27.7997062693,140.999848833,29.5000718333,113.200142564,BOS_H_4,0304805000,,,"https://www.google.com/maps/search//@42.3529906055726,-71.0622627020302,263a,35y,39.46t/data=!3m1!1e3","https://apps.nearmap.com/maps/#/@42.3549906055726,-71.0622627020302,21.00z,1d/3D",,https://app01.cityofboston.gov/AssessingMap/?find=0304805000,,,,,,,,,,,
Brattle Book Shop,Building,0,,Current,18990101,"Boston Assessor, 2018",,,pbc,20201109,Repaired model normals,BOS_V9BVYEO,Cybercity3D,9/14/2014,"Miscellaneous GeoDatabase Feature-Classes, Assimilated by pbcGIS",20140914,,2,20120401,Photogrammetry by Infotech,42.3545632558,-71.0617901454,29.52,109.999910833,29.5000718333,80.4799108333,BOS_H_4,0304810010,,,"https://www.google.com/maps/search//@42.3525632558149,-71.0617901453523,263a,35y,39.46t/data=!3m1!1e3","https://apps.nearmap.com/maps/#/@42.3545632558149,-71.0617901453523,21.00z,1d/3D",,https://app01.cityofboston.gov/AssessingMap/?find=0304810010,,,,,,,,,,,
8 HARRISON AV,Building,0,,Current,18990101,"Boston Assessor, 2018",,,pbc,20201109,Repaired model normals,BOS_QKNK9R5,Cybercity3D,9/14/2014,"Miscellaneous GeoDatabase Feature-Classes, Assimilated by pbcGIS",20140914,,2,20120401,Photogrammetry by Infotech,42.3518400228,-71.0606067217,13.12,85.4999598333,15.0001008333,72.3799598333,BOS_H_4,0304483000,,,"https://www.google.com/maps/search//@42.3498400227952,-71.0606067216955,263a,35y,39.46t/data=!3m1!1e3","https://apps.nearmap.com/maps/#/@42.3518400227952,-71.0606067216955,21.00z,1d/3D",,https://app01.cityofboston.gov/AssessingMap/?find=0304483000,,,,,,,,,,,
Emerson College - Little Building Renovation Project,Building,1719,,Current,,,,,pbc,20201109,Repaired model normals,BOS_V55PM6Q,Cybercity3D,9/14/2014,"Miscellaneous GeoDatabase Feature-Classes, Assimilated by pbcGIS",20140914,,2,20120401,Photogrammetry by Infotech,42.3520298759,-71.0649325787,22.7582792728,177.000104917,15.0001008333,154.241825644,BOS_H_4,0500001001,,,"https://www.google.com/maps/search//@42.3500298759004,-71.0649325786715,263a,35y,39.46t/data=!3m1!1e3","https://apps.nearmap.com/maps/#/@42.3520298759004,-71.0649325786715,21.00z,1d/3D",,https://app01.cityofboston.gov/AssessingMap/?find=0500001001,,,,,,,,,,,
Majestic Theater,Building,0,,Current,,,,,pbc,20201109,Repaired model normals,BOS_YL9LG8F,Cybercity3D,9/14/2014,"Miscellaneous GeoDatabase Feature-Classes, Assimilated by pbcGIS",20140914,,2,20120401,Photogrammetry by Infotech,42.3516647434,-71.0660793882,13.12,192.000074917,15.0001008333,178.880074917,BOS_H_4,0500010000,,,"https://www.google.com/maps/search//@42.349664743409,-71.0660793881965,263a,35y,39.46t/data=!3m1!1e3","https://apps.nearmap.com/maps/#/@42.351664743409,-71.0660793881965,21.00z,1d/3D",,https://app01.cityofboston.gov/AssessingMap/?find=0500010000,,,,,,,,,,,
4-6 Newbury Street,Building,3005,,Current,19200101,"Boston Assessor, 2018",,,pbc,20201109,Repaired model normals,BOS_XZM4CM2,Cybercity3D,9/14/2014,"Miscellaneous GeoDatabase Feature-Classes, Assimilated by pbcGIS",20140914,,2,20120401,Photogrammetry by Infotech,42.3522692492,-71.0716134575,13.12,108.499913833,15.0001008333,95.3799138333,BOS_H_4,0501252010,,,"https://www.google.com/maps/search//@42.3502692492402,-71.0716134574793,263a,35y,39.46t/data=!3m1!1e3","https://apps.nearmap.com/maps/#/@42.3522692492402,-71.0716134574793,21.00z,1d/3D",,https://app01.cityofboston.gov/AssessingMap/?find=0501252010,,,,,,,,,,,
Piano Row,Building,0,,Current,,,,,pbc,20201109,Repaired model normals using Sketchup,BOS_SO39I2Q,BPDA Urban Design Technology Group,BPDA_20200911,Piano_Row.obj,20200911,,3,,Handmade from drawings,42.3521956552,-71.0664816916,16.4,174.999780833,17.99976675,158.599780833,BOS_H_4,0500029001,,,"https://www.google.com/maps/search//@42.3501956551769,-71.0664816916461,263a,35y,39.46t/data=!3m1!1e3","https://apps.nearmap.com/maps/#/@42.3521956551769,-71.0664816916461,21.00z,1d/3D",,https://app01.cityofboston.gov/AssessingMap/?find=0500029001,,,,,,,,,,,
Colonial Residences,Building,0,,Current,,,,,pbc,20201109,Repaired model normals using Sketchup,BOS_UUQHCZG,BPDA Urban Design Technology Group,BPDA_20200911,Colonial_Residences.obj,20200911,,3,,Handmade from drawings,42.3520530664,-71.0653260616,19.68,181.99943875,17.9994386667,162.31943875,BOS_H_4,0500045000,,,"https://www.google.com/maps/search//@42.350053066371395,-71.0653260616025,263a,35y,39.46t/data=!3m1!1e3","https://apps.nearmap.com/maps/#/@42.3520530663714,-71.0653260616025,21.00z,1d/3D",,https://app01.cityofboston.gov/AssessingMap/?find=0500045000,,,,,,,,,,,
125 HARRISON AV,Building,0,,Current,19000101,"Boston Assessor, 2018",,,pbcGIS,20170824,Extended bottom by 8 feet,BOS_HQXJRO2,Cybercity3D,9/14/2014,"Miscellaneous GeoDatabase Feature-Classes, Assimilated by pbcGIS",20140914,,2,20120401,Photogrammetry by Infotech,42.3504579899,-71.0621596414,9.84,183.500091917,5.00012083334,173.660091917,BOS_H_4,0305368000,,,"https://www.google.com/maps/search//@42.348457989931596,-71.0621596413983,263a,35y,39.46t/data=!3m1!1e3","https://apps.nearmap.com/maps/#/@42.3504579899316,-71.0621596413983,21.00z,1d/3D",,https://app01.cityofboston.gov/AssessingMap/?find=0305368000,,,,,,,,,,,
780 704 WASHINGTON ST,Building,0,,Current,19710101,"Boston Assessor, 2018",,,pbcGIS,20170824,Extended bottom by 8 feet,BOS_M7LDY5I,Cybercity3D,9/14/2014,"Miscellaneous GeoDatabase Feature-Classes, Assimilated by pbcGIS",20140914,,2,20120401,Photogrammetry by Infotech,42.3504191794,-71.0626177011,10.7294734638,37.5000558333,8.50011383335,26.7705823695,BOS_H_4,0305380000,,,"https://www.google.com/maps/search//@42.3484191794318,-71.0626177011052,263a,35y,39.46t/data=!3m1!1e3","https://apps.nearmap.com/maps/#/@42.3504191794318,-71.0626177011052,21.00z,1d/3D",,https://app01.cityofboston.gov/AssessingMap/?find=0305380000,,,,,,,,,,,
Wilbur Theater,Building,0,,Current,19140101,"Boston Assessor, 2018",,,pbcGIS,20170824,Extended bottom by 8 feet,BOS_OT1IF3D,Cybercity3D,9/14/2014,"Miscellaneous GeoDatabase Feature-Classes, Assimilated by pbcGIS",20140914,,2,20120401,Photogrammetry by Infotech,42.3507129384,-71.0646534387,16.4,108.499913833,8.50011383335,92.0999138333,BOS_H_4,0305645000,,,"https://www.google.com/maps/search//@42.348712938362794,-71.0646534386801,263a,35y,39.46t/data=!3m1!1e3","https://apps.nearmap.com/maps/#/@42.3507129383628,-71.0646534386801,21.00z,1d/3D",,https://app01.cityofboston.gov/AssessingMap/?find=0305645000,,,,,,,,,,,
252 272 TREMONT ST,Building,0,,Current,19240101,"Boston Assessor, 2018",,,pbcGIS,20170824,Extended bottom by 8 feet,BOS_PA68EXC,Cybercity3D,9/14/2014,"Miscellaneous GeoDatabase Feature-Classes, Assimilated by pbcGIS",20140914,,2,20120401,Photogrammetry by Infotech,42.3505404507,-71.0645486634,19.9696539185,75.4999798333,8.50011383335,55.5303259149,BOS_H_4,0305640000,,,"https://www.google.com/maps/search//@42.3485404506957,-71.0645486633519,263a,35y,39.46t/data=!3m1!1e3","https://apps.nearmap.com/maps/#/@42.3505404506957,-71.0645486633519,21.00z,1d/3D",,https://app01.cityofboston.gov/AssessingMap/?find=0305640000,,,,,,,,,,,
TYLER ST,Building,0,,Current,20050101,"Boston Assessor, 2018",,,pbcGIS,20170824,Extended bottom by 8 feet,BOS_3EBW072,Cybercity3D,9/14/2014,"Miscellaneous GeoDatabase Feature-Classes, Assimilated by pbcGIS",20140914,,2,20120401,Photogrammetry by Infotech,42.3501277001,-71.0611317519,9.84,24.5000818333,5.00012083334,14.6600818333,BOS_H_4,0305255000,,,"https://www.google.com/maps/search//@42.3481277000502,-71.0611317518634,263a,35y,39.46t/data=!3m1!1e3","https://apps.nearmap.com/maps/#/@42.3501277000502,-71.0611317518634,21.00z,1d/3D",,https://app01.cityofboston.gov/AssessingMap/?find=0305255000,,,,,,,,,,,
40 42 TYLER ST,Building,0,,Current,19300101,"Boston Assessor, 2018",,,pbcGIS,20170824,Extended bottom by 8 feet,BOS_ZTKZZKM,Cybercity3D,9/14/2014,"Miscellaneous GeoDatabase Feature-Classes, Assimilated by pbcGIS",20140914,,2,20120401,Photogrammetry by Infotech,42.3501035343,-71.0606736306,9.84,195.000068917,3.50012383334,185.160068917,BOS_H_4,0305237000,,,"https://www.google.com/maps/search//@42.348103534298495,-71.0606736305528,263a,35y,39.46t/data=!3m1!1e3","https://apps.nearmap.com/maps/#/@42.3501035342985,-71.0606736305528,21.00z,1d/3D",,https://app01.cityofboston.gov/AssessingMap/?find=0305237000,,,,,,,,,,,
655 ATLANTIC AV,Building,0,,Current,19840101,"Boston Assessor, 2018",,,pbcGIS,20170824,Extended bottom by 8 feet,BOS_UO8M8OW,Cybercity3D,9/14/2014,"Miscellaneous GeoDatabase Feature-Classes, Assimilated by pbcGIS",20140914,,2,20120401,Photogrammetry by Infotech,42.3523323993,-71.056381235,13.12,624.999865083,8.50011383335,611.879865083,BOS_H_4,0304285000,,,"https://www.google.com/maps/search//@42.3503323992717,-71.056381234961,263a,35y,39.46t/data=!3m1!1e3","https://apps.nearmap.com/maps/#/@42.3523323992717,-71.056381234961,21.00z,1d/3D",,https://app01.cityofboston.gov/AssessingMap/?find=0304285000,,,,,,,,,,,
60  SOUTH  ST,Building,0,,Current,20070101,"Boston Assessor, 2018",,,pbcGIS,20170824,Extended bottom by 8 feet,BOS_BID99RB,Cybercity3D,9/14/2014,"Miscellaneous GeoDatabase Feature-Classes, Assimilated by pbcGIS",20140914,,2,20120401,Photogrammetry by Infotech,42.3516825655,-71.0566311064,9.84,195.000068917,7.00011683334,185.160068917,BOS_H_4,0304300010,,,"https://www.google.com/maps/search//@42.349682565531,-71.0566311064435,263a,35y,39.46t/data=!3m1!1e3","https://apps.nearmap.com/maps/#/@42.351682565531,-71.0566311064435,21.00z,1d/3D",,https://app01.cityofboston.gov/AssessingMap/?find=0304300010,,,,,,,,,,,
89  SOUTH ST,Building,0,,Current,18990101,"Boston Assessor, 2018",,,pbcGIS,20170824,Extended bottom by 8 feet,BOS_9RB8CE6,Cybercity3D,9/14/2014,"Miscellaneous GeoDatabase Feature-Classes, Assimilated by pbcGIS",20140914,,2,20120401,Photogrammetry by Infotech,42.3519015482,-71.0576800472,9.84,132.999864833,7.00011683334,123.159864833,BOS_H_4,0304304400,,,"https://www.google.com/maps/search//@42.3499015481547,-71.0576800471754,263a,35y,39.46t/data=!3m1!1e3","https://apps.nearmap.com/maps/#/@42.3519015481547,-71.0576800471754,21.00z,1d/3D",,https://app01.cityofboston.gov/AssessingMap/?find=0304304400,,,,,,,,,,,
109 153 LINCOLN ST,Building,0,,Current,18990101,"Boston Assessor, 2018",,,pbcGIS,20170824,Extended bottom by 8 feet,BOS_N9V5R3X,Cybercity3D,9/14/2014,"Miscellaneous GeoDatabase Feature-Classes, Assimilated by pbcGIS",20140914,,2,20120401,Photogrammetry by Infotech,42.3513508857,-71.0586864238,9.84,81.9999668333,3.50012383334,72.1599668333,BOS_H_4,0304334000,,,"https://www.google.com/maps/search//@42.3493508856711,-71.0586864237996,263a,35y,39.46t/data=!3m1!1e3","https://apps.nearmap.com/maps/#/@42.3513508856711,-71.0586864237996,21.00z,1d/3D",,https://app01.cityofboston.gov/AssessingMap/?find=0304334000,,,,,,,,,,,
179  LINCOLN ST,Building,0,,Current,18990101,"Boston Assessor, 2018",,,pbcGIS,20170824,Extended bottom by 8 feet,BOS_Z3DVB36,Cybercity3D,9/14/2014,"Miscellaneous GeoDatabase Feature-Classes, Assimilated by pbcGIS",20140914,,2,20120401,Photogrammetry by Infotech,42.3505350696,-71.0591005877,9.84,103.499923833,3.50012383334,93.6599238333,BOS_H_4,0305332000,,,"https://www.google.com/maps/search//@42.3485350696066,-71.0591005876674,263a,35y,39.46t/data=!3m1!1e3","https://apps.nearmap.com/maps/#/@42.3505350696066,-71.0591005876674,21.00z,1d/3D",,https://app01.cityofboston.gov/AssessingMap/?find=0305332000,,,,,,,,,,,
123 SOUTH ST,Building,0,,Current,19990101,"Boston Assessor, 2018",,,pbcGIS,20170824,Extended bottom by 8 feet,BOS_18B8378,Cybercity3D,9/14/2014,"Miscellaneous GeoDatabase Feature-Classes, Assimilated by pbcGIS",20140914,,2,20120401,Photogrammetry by Infotech,42.3513559543,-71.0576392734,9.84,114.999900833,5.00012083334,105.159900833,BOS_H_4,0304322000,,,"https://www.google.com/maps/search//@42.349355954269,-71.0576392733889,263a,35y,39.46t/data=!3m1!1e3","https://apps.nearmap.com/maps/#/@42.351355954269,-71.0576392733889,21.00z,1d/3D",,https://app01.cityofboston.gov/AssessingMap/?find=0304322000,,,,,,,,,,,
136 LINCOLN ST,Building,0,,Current,19990101,"Boston Assessor, 2018",,,pbcGIS,20170824,Extended bottom by 8 feet,BOS_AE2GQ0N,Cybercity3D,9/14/2014,"Miscellaneous GeoDatabase Feature-Classes, Assimilated by pbcGIS",20140914,,2,20120401,Photogrammetry by Infotech,42.3512508604,-71.0581485873,9.84,106.499917833,5.00012083334,96.6599178333,BOS_H_4,0304330000,,,"https://www.google.com/maps/search//@42.349250860363,-71.0581485872635,263a,35y,39.46t/data=!3m1!1e3","https://apps.nearmap.com/maps/#/@42.351250860363,-71.0581485872635,21.00z,1d/3D",,https://app01.cityofboston.gov/AssessingMap/?find=0304330000,,,,,,,,,,,
143 157 SOUTH ST,Building,0,,Current,18990101,"Boston Assessor, 2018",,,pbcGIS,20170824,Extended bottom by 8 feet,BOS_17FCD8K,Cybercity3D,9/14/2014,"Miscellaneous GeoDatabase Feature-Classes, Assimilated by pbcGIS",20140914,,2,20120401,Photogrammetry by Infotech,42.3509506757,-71.0577350053,9.84,119.999890833,5.00012083334,110.159890833,BOS_H_4,0304325000,,,"https://www.google.com/maps/search//@42.3489506756884,-71.0577350052782,263a,35y,39.46t/data=!3m1!1e3","https://apps.nearmap.com/maps/#/@42.3509506756884,-71.0577350052782,21.00z,1d/3D",,https://app01.cityofboston.gov/AssessingMap/?find=0304325000,,,,,,,,,,,
102 106 SOUTH ST,Building,0,,Current,,,,,pbcGIS,20170824,Extended bottom by 8 feet,BOS_A9XDAUF,Cybercity3D,9/14/2014,"Miscellaneous GeoDatabase Feature-Classes, Assimilated by pbcGIS",20140914,,2,20120401,Photogrammetry by Infotech,42.3509803836,-71.0570020044,9.84,122.999884833,3.50012383334,113.159884833,BOS_H_4,,,,"https://www.google.com/maps/search//@42.348980383590195,-71.0570020044195,263a,35y,39.46t/data=!3m1!1e3","https://apps.nearmap.com/maps/#/@42.3509803835902,-71.0570020044195,21.00z,1d/3D",,,,,,,,,,,,,
711 ATLANTIC AV,Building,0,,Current,18990101,"Boston Assessor, 2018",,,pbcGIS,20170824,Extended bottom by 8 feet,BOS_BMNPVQV,Cybercity3D,9/14/2014,"Miscellaneous GeoDatabase Feature-Classes, Assimilated by pbcGIS",20140914,,2,20120401,Photogrammetry by Infotech,42.3511616952,-71.0566709358,9.84,103.499923833,7.00011683334,93.6599238333,BOS_H_4,0304309000,,,"https://www.google.com/maps/search//@42.349161695233896,-71.0566709357941,263a,35y,39.46t/data=!3m1!1e3","https://apps.nearmap.com/maps/#/@42.3511616952339,-71.0566709357941,21.00z,1d/3D",,https://app01.cityofboston.gov/AssessingMap/?find=0304309000,,,,,,,,,,,
109 119 BEACH ST,Building,0,,Current,18990101,"Boston Assessor, 2018",,,pbcGIS,20170824,Extended bottom by 8 feet,BOS_BT5OMPU,Cybercity3D,9/14/2014,"Miscellaneous GeoDatabase Feature-Classes, Assimilated by pbcGIS",20140914,,2,20120401,Photogrammetry by Infotech,42.3503181566,-71.0581365977,9.84,129.499871833,3.50012383334,119.659871833,BOS_H_4,0305344100,,,"https://www.google.com/maps/search//@42.3483181566321,-71.0581365977331,263a,35y,39.46t/data=!3m1!1e3","https://apps.nearmap.com/maps/#/@42.3503181566321,-71.0581365977331,21.00z,1d/3D",,https://app01.cityofboston.gov/AssessingMap/?find=0305344100,,,,,,,,,,,
190 184 SOUTH ST,Building,0,,Current,18990101,"Boston Assessor, 2018",,,pbcGIS,20170824,Extended bottom by 8 feet,BOS_5HPTIPB,Cybercity3D,9/14/2014,"Miscellaneous GeoDatabase Feature-Classes, Assimilated by pbcGIS",20140914,,2,20120401,Photogrammetry by Infotech,42.3501237471,-71.0571839896,9.84,183.500091917,2.00012683334,173.660091917,BOS_H_4,0305360000,,,"https://www.google.com/maps/search//@42.3481237470886,-71.0571839896323,263a,35y,39.46t/data=!3m1!1e3","https://apps.nearmap.com/maps/#/@42.3501237470886,-71.0571839896323,21.00z,1d/3D",,https://app01.cityofboston.gov/AssessingMap/?find=0305360000,,,,,,,,,,,
59 61 ENDICOTT ST,Building,0,,Current,18990101,"Boston Assessor, 2018",,,pbcGIS,20170824,Extended bottom by 8 feet,BOS_JTSSW0V,Cybercity3D,9/14/2014,"Miscellaneous GeoDatabase Feature-Classes, Assimilated by pbcGIS",20140914,,2,20120401,Photogrammetry by Infotech,42.3635551152,-71.0570739072,9.84,65.4999998333,7.00011683334,55.6599998333,BOS_H_4,0302463000,,,"https://www.google.com/maps/search//@42.361555115222394,-71.0570739072469,263a,35y,39.46t/data=!3m1!1e3","https://apps.nearmap.com/maps/#/@42.3635551152224,-71.0570739072469,21.00z,1d/3D",,https://app01.cityofboston.gov/AssessingMap/?find=0302463000,,,,,,,,,,,
26 STILLMAN ST,Building,0,,Current,18990101,"Boston Assessor, 2018",,,pbcGIS,20170824,Extended bottom by 8 feet,BOS_ZAXTX61,Cybercity3D,9/14/2014,"Miscellaneous GeoDatabase Feature-Classes, Assimilated by pbcGIS",20140914,,2,20120401,Photogrammetry by Infotech,42.3637133887,-71.0568466523,9.84,132.999864833,7.00011683334,123.159864833,BOS_H_4,0302469010,,,"https://www.google.com/maps/search//@42.361713388693595,-71.056846652259,263a,35y,39.46t/data=!3m1!1e3","https://apps.nearmap.com/maps/#/@42.3637133886936,-71.056846652259,21.00z,1d/3D",,https://app01.cityofboston.gov/AssessingMap/?find=0302469010,,,,,,,,,,,
