Name,StructType,Project_Id,ProjectLnk,Status,Appear_Dt,Appear_Src,Disapp_Dt,Disapp_Src,Editor,Edit_Dt,EditAction,Model_ID,Model_Cred,ModelBatch,Model_File,Model_Dt,Model_Note,Model_LOD,Survey_Dt,Survey_Src,Centr_Lat,Centr_Lon,Gnd_El_Ft,Z_Max_Ft,Z_MIn_Ft,Height_Ft,Tile_ID,Parcel_ID,Struct_ID,StructUse,GoogleLnk,NearMapLnk,Struct_Lnk,Parcel_Lnk,chgAction,chgStatus,chgStatDt,chgStatSrc,chgQAIssue,chgFlag,ChgEdBatch,RecInitUsr,RecInitDt,ChgFlagger,ChgFlagDt
18 SPICE ST,Building,0,,Current,18990101,"Boston Assessor, 2018",,,pbcGIS,20170824,Extended bottom by 8 feet,BOS_YU3DMA4,Cybercity3D,9/14/2014,"Miscellaneous GeoDatabase Feature-Classes, Assimilated by pbcGIS",20140914,,2,20120401,Photogrammetry by Infotech,42.3829144407,-71.0746576695,11.9911016882,28.0000748333,-1.49986616666,16.0089731452,BOS_G_2,0202154000,,,"https://www.google.com/maps/search//@42.3809144407103,-71.0746576694873,263a,35y,39.46t/data=!3m1!1e3","https://apps.nearmap.com/maps/#/@42.3829144407103,-71.0746576694873,21.00z,1d/3D",,https://app01.cityofboston.gov/AssessingMap/?find=0202154000,,,,,,,,,,,
2 12 SPICE ST,Building,0,,Current,19100101,"Boston Assessor, 2018",,,pbcGIS,20170824,Extended bottom by 8 feet,BOS_NMI7C3N,Cybercity3D,9/14/2014,"Miscellaneous GeoDatabase Feature-Classes, Assimilated by pbcGIS",20140914,,2,20120401,Photogrammetry by Infotech,42.3834887122,-71.0749702315,13.12,65.4999998333,49.5000318333,52.3799998333,BOS_G_2,0202156001,,,"https://www.google.com/maps/search//@42.381488712193494,-71.0749702315414,263a,35y,39.46t/data=!3m1!1e3","https://apps.nearmap.com/maps/#/@42.3834887121935,-71.0749702315414,21.00z,1d/3D",,https://app01.cityofboston.gov/AssessingMap/?find=0202156001,,,,,,,,,,,
2 12 SPICE ST,Building,0,,Current,19100101,"Boston Assessor, 2018",,,pbcGIS,20170824,Extended bottom by 8 feet,BOS_3339OOV,Cybercity3D,9/14/2014,"Miscellaneous GeoDatabase Feature-Classes, Assimilated by pbcGIS",20140914,,2,20120401,Photogrammetry by Infotech,42.3834754689,-71.0750386806,13.12,60.5000098333,49.5000318333,47.3800098333,BOS_G_2,0202156001,,,"https://www.google.com/maps/search//@42.3814754688598,-71.0750386805547,263a,35y,39.46t/data=!3m1!1e3","https://apps.nearmap.com/maps/#/@42.3834754688598,-71.0750386805547,21.00z,1d/3D",,https://app01.cityofboston.gov/AssessingMap/?find=0202156001,,,,,,,,,,,
2 12 SPICE ST,Building,0,,Current,19100101,"Boston Assessor, 2018",,,pbcGIS,20170824,Extended bottom by 8 feet,BOS_TASZUGB,Cybercity3D,9/14/2014,"Miscellaneous GeoDatabase Feature-Classes, Assimilated by pbcGIS",20140914,,2,20120401,Photogrammetry by Infotech,42.3835172978,-71.0749092388,13.12,60.5000098333,49.5000318333,47.3800098333,BOS_G_2,0202156001,,,"https://www.google.com/maps/search//@42.3815172977922,-71.074909238761,263a,35y,39.46t/data=!3m1!1e3","https://apps.nearmap.com/maps/#/@42.3835172977922,-71.074909238761,21.00z,1d/3D",,https://app01.cityofboston.gov/AssessingMap/?find=0202156001,,,,,,,,,,,
2 12 SPICE ST,Building,0,,Current,19100101,"Boston Assessor, 2018",,,pbcGIS,20170824,Extended bottom by 8 feet,BOS_9UOHP3R,Cybercity3D,9/14/2014,"Miscellaneous GeoDatabase Feature-Classes, Assimilated by pbcGIS",20140914,,2,20120401,Photogrammetry by Infotech,42.3835282199,-71.0748804348,13.12,60.5000098333,49.5000318333,47.3800098333,BOS_G_2,0202156001,,,"https://www.google.com/maps/search//@42.3815282198619,-71.074880434758,263a,35y,39.46t/data=!3m1!1e3","https://apps.nearmap.com/maps/#/@42.3835282198619,-71.074880434758,21.00z,1d/3D",,https://app01.cityofboston.gov/AssessingMap/?find=0202156001,,,,,,,,,,,
2 12 SPICE ST,Building,0,,Current,19100101,"Boston Assessor, 2018",,,pbcGIS,20170824,Extended bottom by 8 feet,BOS_CUYTIDT,Cybercity3D,9/14/2014,"Miscellaneous GeoDatabase Feature-Classes, Assimilated by pbcGIS",20140914,,2,20120401,Photogrammetry by Infotech,42.3835428126,-71.0748236818,13.12,60.5000098333,49.5000318333,47.3800098333,BOS_G_2,0202156001,,,"https://www.google.com/maps/search//@42.381542812639296,-71.0748236818145,263a,35y,39.46t/data=!3m1!1e3","https://apps.nearmap.com/maps/#/@42.3835428126393,-71.0748236818145,21.00z,1d/3D",,https://app01.cityofboston.gov/AssessingMap/?find=0202156001,,,,,,,,,,,
1 5 CRESCENT ST,Building,0,,Current,19220101,"Boston Assessor, 2018",,,pbcGIS,20170909,Inserted multipatches based on extruded  Bos3d_Building_Poly,BOS_TA5U3TP,Extruded from 2012 Photogrammetric Footprints and DTM by pbcGIS.,GIS Sources,Bos3dBase.gdb/Bos3d_Buildings_Poly,20170909,,1,20110401,"Photogrammetry by Infotech, 2011",42.3817169931,-71.0805785156,9.84,31.0000688333,5.00012083334,21.1600688333,BOS_G_2,0202102000,,,"https://www.google.com/maps/search//@42.3797169930539,-71.0805785155769,263a,35y,39.46t/data=!3m1!1e3","https://apps.nearmap.com/maps/#/@42.3817169930539,-71.0805785155769,21.00z,1d/3D",,https://app01.cityofboston.gov/AssessingMap/?find=0202102000,,,,,,,,,,,
CAMBRIDGE ST,Building,0,,Current,,,,,pbcGIS,20170909,Inserted multipatches based on extruded  Bos3d_Building_Poly,BOS_FDCQX1Z,Extruded from 2012 Photogrammetric Footprints and DTM by pbcGIS.,GIS Sources,Bos3dBase.gdb/Bos3d_Buildings_Poly,20170909,,1,20110401,"Photogrammetry by Infotech, 2011",42.3809354613,-71.077223999,13.12,19.5000918333,5.00012083334,6.38009183334,BOS_G_2,0202140000,,,"https://www.google.com/maps/search//@42.3789354612627,-71.0772239989744,263a,35y,39.46t/data=!3m1!1e3","https://apps.nearmap.com/maps/#/@42.3809354612627,-71.0772239989744,21.00z,1d/3D",,https://app01.cityofboston.gov/AssessingMap/?find=0202140000,,,,,,,,,,,
10 ROLAND ST,Building,0,,Current,19030101,"Boston Assessor, 2018",,,pbcGIS,20170909,Inserted multipatches based on extruded  Bos3d_Building_Poly,BOS_8MQBGID,Extruded from 2012 Photogrammetric Footprints and DTM by pbcGIS.,GIS Sources,Bos3dBase.gdb/Bos3d_Buildings_Poly,20170909,,1,20110401,"Photogrammetry by Infotech, 2011",42.3816777984,-71.07817175,9.84,51.0000288333,5.00012083334,41.1600288333,BOS_G_2,0202128001,,,"https://www.google.com/maps/search//@42.379677798367695,-71.0781717499736,263a,35y,39.46t/data=!3m1!1e3","https://apps.nearmap.com/maps/#/@42.3816777983677,-71.0781717499736,21.00z,1d/3D",,https://app01.cityofboston.gov/AssessingMap/?find=0202128001,,,,,,,,,,,
RUTHERFORD AV,Building,0,,Current,19200101,"Boston Assessor, 2018",,,pbcGIS,20170909,Inserted multipatches based on extruded  Bos3d_Building_Poly,BOS_6X6REOV,Extruded from 2012 Photogrammetric Footprints and DTM by pbcGIS.,GIS Sources,Bos3dBase.gdb/Bos3d_Buildings_Poly,20170909,,1,20110401,"Photogrammetry by Infotech, 2011",42.3808092268,-71.0755818387,9.84,33.0000648333,6.50011783333,23.1600648333,BOS_G_2,0202162025,,,"https://www.google.com/maps/search//@42.3788092267722,-71.0755818387445,263a,35y,39.46t/data=!3m1!1e3","https://apps.nearmap.com/maps/#/@42.3808092267722,-71.0755818387445,21.00z,1d/3D",,https://app01.cityofboston.gov/AssessingMap/?find=0202162025,,,,,,,,,,,
RUTHERFORD AV,Building,0,,Current,19200101,"Boston Assessor, 2018",,,pbcGIS,20170909,Inserted multipatches based on extruded  Bos3d_Building_Poly,BOS_KPI9K5I,Extruded from 2012 Photogrammetric Footprints and DTM by pbcGIS.,GIS Sources,Bos3dBase.gdb/Bos3d_Buildings_Poly,20170909,,1,20110401,"Photogrammetry by Infotech, 2011",42.3806438231,-71.0757179141,6.56,31.0000688333,5.00012083334,24.4400688333,BOS_G_2,0202162025,,,"https://www.google.com/maps/search//@42.378643823076295,-71.075717914107,263a,35y,39.46t/data=!3m1!1e3","https://apps.nearmap.com/maps/#/@42.3806438230763,-71.075717914107,21.00z,1d/3D",,https://app01.cityofboston.gov/AssessingMap/?find=0202162025,,,,,,,,,,,
RUTHERFORD AV,Building,0,,Current,19200101,"Boston Assessor, 2018",,,pbcGIS,20170909,Inserted multipatches based on extruded  Bos3d_Building_Poly,BOS_0GCO117,Extruded from 2012 Photogrammetric Footprints and DTM by pbcGIS.,GIS Sources,Bos3dBase.gdb/Bos3d_Buildings_Poly,20170909,,1,20110401,"Photogrammetry by Infotech, 2011",42.380633831,-71.0762883734,8.96128973105,36.0000588333,6.50011783333,27.0387691023,BOS_G_2,0202162025,,,"https://www.google.com/maps/search//@42.3786338310146,-71.0762883734305,263a,35y,39.46t/data=!3m1!1e3","https://apps.nearmap.com/maps/#/@42.3806338310146,-71.0762883734305,21.00z,1d/3D",,https://app01.cityofboston.gov/AssessingMap/?find=0202162025,,,,,,,,,,,
85 CAMBRIDGE ST,Building,0,,Current,18700101,"Boston Assessor, 2018",,,pbcGIS,20170909,Inserted multipatches based on extruded  Bos3d_Building_Poly,BOS_QR0CUAY,Extruded from 2012 Photogrammetric Footprints and DTM by pbcGIS.,GIS Sources,Bos3dBase.gdb/Bos3d_Buildings_Poly,20170909,,1,20110401,"Photogrammetry by Infotech, 2011",42.3829129659,-71.0778553827,16.4,49.0000328333,11.5001078333,32.6000328333,BOS_G_2,0202013000,,,"https://www.google.com/maps/search//@42.380912965941995,-71.0778553827115,263a,35y,39.46t/data=!3m1!1e3","https://apps.nearmap.com/maps/#/@42.382912965942,-71.0778553827115,21.00z,1d/3D",,https://app01.cityofboston.gov/AssessingMap/?find=0202013000,,,,,,,,,,,
123 145 CAMBRIDGE ST,Building,0,,Current,19750101,"Boston Assessor, 2018",,,pbcGIS,20170909,Inserted multipatches based on extruded  Bos3d_Building_Poly,BOS_SVJJR5U,Extruded from 2012 Photogrammetric Footprints and DTM by pbcGIS.,GIS Sources,Bos3dBase.gdb/Bos3d_Buildings_Poly,20170909,,1,20110401,"Photogrammetry by Infotech, 2011",42.3823613394,-71.0807828981,13.12,34.5000618333,10.0001108333,21.3800618333,BOS_G_2,0202097000,,,"https://www.google.com/maps/search//@42.3803613394497,-71.0807828980936,263a,35y,39.46t/data=!3m1!1e3","https://apps.nearmap.com/maps/#/@42.3823613394497,-71.0807828980936,21.00z,1d/3D",,https://app01.cityofboston.gov/AssessingMap/?find=0202097000,,,,,,,,,,,
123 145 CAMBRIDGE ST,Building,0,,Current,19750101,"Boston Assessor, 2018",,,pbcGIS,20170909,Inserted multipatches based on extruded  Bos3d_Building_Poly,BOS_ZM4MPW0,Extruded from 2012 Photogrammetric Footprints and DTM by pbcGIS.,GIS Sources,Bos3dBase.gdb/Bos3d_Buildings_Poly,20170909,,1,20110401,"Photogrammetry by Infotech, 2011",42.3825135471,-71.0804262776,13.12,36.0000588333,16.5000978333,22.8800588333,BOS_G_2,0202097000,,,"https://www.google.com/maps/search//@42.3805135471199,-71.0804262775864,263a,35y,39.46t/data=!3m1!1e3","https://apps.nearmap.com/maps/#/@42.3825135471199,-71.0804262775864,21.00z,1d/3D",,https://app01.cityofboston.gov/AssessingMap/?find=0202097000,,,,,,,,,,,
35 CRESCENT ST,Building,0,,Current,19000101,"Boston Assessor, 2018",,,pbcGIS,20170909,Inserted multipatches based on extruded  Bos3d_Building_Poly,BOS_CJN5UH6,Extruded from 2012 Photogrammetric Footprints and DTM by pbcGIS.,GIS Sources,Bos3dBase.gdb/Bos3d_Buildings_Poly,20170909,,1,20110401,"Photogrammetry by Infotech, 2011",42.3830105553,-71.0795952137,37.9475366244,71.9999868333,34.5000618333,34.0524502089,BOS_G_2,0202093000,,,"https://www.google.com/maps/search//@42.381010555257,-71.0795952137121,263a,35y,39.46t/data=!3m1!1e3","https://apps.nearmap.com/maps/#/@42.383010555257,-71.0795952137121,21.00z,1d/3D",,https://app01.cityofboston.gov/AssessingMap/?find=0202093000,,,,,,,,,,,
116 CAMBRIDGE ST,Building,0,,Current,19600101,"Boston Assessor, 2018",,,pbcGIS,20170909,Inserted multipatches based on extruded  Bos3d_Building_Poly,BOS_P4YR4GY,Extruded from 2012 Photogrammetric Footprints and DTM by pbcGIS.,GIS Sources,Bos3dBase.gdb/Bos3d_Buildings_Poly,20170909,,1,20110401,"Photogrammetry by Infotech, 2011",42.3821304917,-71.0795325566,9.84,28.0000748333,6.50011783333,18.1600748333,BOS_G_2,0202122000,,,"https://www.google.com/maps/search//@42.380130491738896,-71.0795325565686,263a,35y,39.46t/data=!3m1!1e3","https://apps.nearmap.com/maps/#/@42.3821304917389,-71.0795325565686,21.00z,1d/3D",,https://app01.cityofboston.gov/AssessingMap/?find=0202122000,,,,,,,,,,,
116 CAMBRIDGE ST,Building,0,,Current,19600101,"Boston Assessor, 2018",,,pbcGIS,20170909,Inserted multipatches based on extruded  Bos3d_Building_Poly,BOS_VUYM4VS,Extruded from 2012 Photogrammetric Footprints and DTM by pbcGIS.,GIS Sources,Bos3dBase.gdb/Bos3d_Buildings_Poly,20170909,,1,20110401,"Photogrammetry by Infotech, 2011",42.3818584182,-71.0794975556,9.84,29.5000718333,6.50011783333,19.6600718333,BOS_G_2,0202122000,,,"https://www.google.com/maps/search//@42.3798584181614,-71.0794975556404,263a,35y,39.46t/data=!3m1!1e3","https://apps.nearmap.com/maps/#/@42.3818584181614,-71.0794975556404,21.00z,1d/3D",,https://app01.cityofboston.gov/AssessingMap/?find=0202122000,,,,,,,,,,,
27 PARKER ST,Building,0,,Current,18900101,"Boston Assessor, 2018",,,pbcGIS,20170909,Inserted multipatches based on extruded  Bos3d_Building_Poly,BOS_CPBZXFH,Extruded from 2012 Photogrammetric Footprints and DTM by pbcGIS.,GIS Sources,Bos3dBase.gdb/Bos3d_Buildings_Poly,20170909,,1,20110401,"Photogrammetry by Infotech, 2011",42.3830767696,-71.0794122357,37.3177439779,73.9999828333,37.5000558333,36.6822388554,BOS_G_2,0202087000,,,"https://www.google.com/maps/search//@42.3810767695979,-71.0794122356663,263a,35y,39.46t/data=!3m1!1e3","https://apps.nearmap.com/maps/#/@42.3830767695979,-71.0794122356663,21.00z,1d/3D",,https://app01.cityofboston.gov/AssessingMap/?find=0202087000,,,,,,,,,,,
31 PARKER ST,Building,0,,Current,18750101,"Boston Assessor, 2018",,,pbcGIS,20170909,Inserted multipatches based on extruded  Bos3d_Building_Poly,BOS_8XOXDQP,Extruded from 2012 Photogrammetric Footprints and DTM by pbcGIS.,GIS Sources,Bos3dBase.gdb/Bos3d_Buildings_Poly,20170909,,1,20110401,"Photogrammetry by Infotech, 2011",42.3828920738,-71.0794468332,29.52,54.0000228333,29.5000718333,24.4800228333,BOS_G_2,0202089000,,,"https://www.google.com/maps/search//@42.380892073788296,-71.079446833189,263a,35y,39.46t/data=!3m1!1e3","https://apps.nearmap.com/maps/#/@42.3828920737883,-71.079446833189,21.00z,1d/3D",,https://app01.cityofboston.gov/AssessingMap/?find=0202089000,,,,,,,,,,,
83 CAMBRIDGE ST,Building,0,,Current,19990101,"Boston Assessor, 2018",,,pbcGIS,20170909,Inserted multipatches based on extruded  Bos3d_Building_Poly,BOS_CH9BYKL,Extruded from 2012 Photogrammetric Footprints and DTM by pbcGIS.,GIS Sources,Bos3dBase.gdb/Bos3d_Buildings_Poly,20170909,,1,20110401,"Photogrammetry by Infotech, 2011",42.3829563222,-71.0777328033,13.5598123662,56.0000188333,11.5001078333,42.4402064672,BOS_G_2,0202012000,,,"https://www.google.com/maps/search//@42.3809563222,-71.0777328033348,263a,35y,39.46t/data=!3m1!1e3","https://apps.nearmap.com/maps/#/@42.3829563222,-71.0777328033348,21.00z,1d/3D",,https://app01.cityofboston.gov/AssessingMap/?find=0202012000,,,,,,,,,,,
13 BRIGHTON ST,Building,0,,Current,18900101,"Boston Assessor, 2018",,,pbcGIS,20170909,Inserted multipatches based on extruded  Bos3d_Building_Poly,BOS_0D7ZJR2,Extruded from 2012 Photogrammetric Footprints and DTM by pbcGIS.,GIS Sources,Bos3dBase.gdb/Bos3d_Buildings_Poly,20170909,,1,20110401,"Photogrammetry by Infotech, 2011",42.3830571672,-71.0780730351,18.8795614575,51.0000288333,13.0001048333,32.1204673759,BOS_G_2,0202017000,,,"https://www.google.com/maps/search//@42.3810571672063,-71.0780730350588,263a,35y,39.46t/data=!3m1!1e3","https://apps.nearmap.com/maps/#/@42.3830571672063,-71.0780730350588,21.00z,1d/3D",,https://app01.cityofboston.gov/AssessingMap/?find=0202017000,,,,,,,,,,,
11 BRIGHTON ST,Building,0,,Current,19300101,"Boston Assessor, 2018",,,pbcGIS,20170909,Inserted multipatches based on extruded  Bos3d_Building_Poly,BOS_MJLJM35,Extruded from 2012 Photogrammetric Footprints and DTM by pbcGIS.,GIS Sources,Bos3dBase.gdb/Bos3d_Buildings_Poly,20170909,,1,20110401,"Photogrammetry by Infotech, 2011",42.3829721035,-71.0781267438,19.4557210405,51.0000288333,13.0001048333,31.5443077928,BOS_G_2,0202016000,,,"https://www.google.com/maps/search//@42.380972103529196,-71.0781267438261,263a,35y,39.46t/data=!3m1!1e3","https://apps.nearmap.com/maps/#/@42.3829721035292,-71.0781267438261,21.00z,1d/3D",,https://app01.cityofboston.gov/AssessingMap/?find=0202016000,,,,,,,,,,,
